,issue_id,issue_comments,issue_desc,created_at,closed_at
952,WELD-1556,"The latest org.apache.tomcat.InstanceManager (7.0.47) interface is not fully implemented.
public Object newInstance(Class<?> clazz) implementation is missing in  org.jboss.weld.environment.tomcat7.WeldInstanceManger",,,
956,WELD-1553,"Backport the check from https://github.com/weld/core/blob/master/impl/src/main/java/org/jboss/weld/bean/proxy/util/SerializableClientProxy.java#L57
to Weld 1.1",,,
958,WELD-1437,"Weld observes {{AfterBeanDiscovery}} events with {{@Default}} qualifier. However, if another CDI container is present, e.g. if another module is using OpenWebBeans to manage CDI solely for this component, then Weld will receive this event and throw an {{IllegalStateException}}:

{code}
Exception in thread ""main"" java.lang.IllegalStateException: Singleton is not set
	at org.jboss.weld.bootstrap.api.helpers.IsolatedStaticSingletonProvider$IsolatedStaticSingleton.get(IsolatedStaticSingletonProvider.java:52)
	at org.jboss.weld.Container.instance(Container.java:54)
	at org.jboss.weld.context.AbstractContext.<init>(AbstractContext.java:67)
	at org.jboss.weld.context.AbstractManagedContext.<init>(AbstractManagedContext.java:11)
	at org.jboss.weld.context.AbstractUnboundContext.<init>(AbstractUnboundContext.java:31)
	at org.jboss.weld.environment.se.contexts.ThreadContext.<init>(ThreadContext.java:40)
	at org.jboss.weld.environment.se.WeldSEBeanRegistrant.registerWeldSEContexts(WeldSEBeanRegistrant.java:49)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.apache.webbeans.event.ObserverMethodImpl.notify(ObserverMethodImpl.java:267)
	at org.apache.webbeans.event.NotificationManager.fireEvent(NotificationManager.java:474)
	at org.apache.webbeans.container.BeanManagerImpl.fireEvent(BeanManagerImpl.java:440)
	at org.apache.webbeans.container.BeanManagerImpl.fireEvent(BeanManagerImpl.java:430)
	at org.apache.webbeans.config.BeansDeployer.fireAfterBeanDiscoveryEvent(BeansDeployer.java:332)
	at org.apache.webbeans.config.BeansDeployer.deploy(BeansDeployer.java:192)
	at org.apache.webbeans.lifecycle.AbstractLifeCycle.startApplication(AbstractLifeCycle.java:129)
	at com.company.mavenproject1.boot.BootWebBeans.startApplication(BootWebBeans.java:41)
	at com.company.mavenproject1.boot.BootWebBeans.run(BootWebBeans.java:28)
	at com.company.mavenproject1.boot.BootWebBeans.main(BootWebBeans.java:23)
{code}

I consider this being a major issue because it implies that it's impossible to develop components / modules / bean archives (whatever you call it) which use a private CDI container. As soon as Weld is present on the class path, e.g. to manage CDI for the client application, you will get this {{IllegalStateException}}.",,,
959,WELD-1552,"If I define a producer with an injection point for buil-in bean InjectionPoint like this :

{code:java}
@Produces
@Named
public OAuthSession getCurrentSession(InjectionPoint ip) {…}
{code}

And I call {{\#\{currentSession\}}} in JSF or JSP page, I get an exception {code}
WELD-000009: Dynamic lookup of Implicit Bean [javax.enterprise.inject.spi.InjectionPoint] with qualifiers [@Default] is not supported
{code}
thrown by {{InjectionPointBean.getInjectionPoint()}} method.
In Weld 1.x I had a null value injected in my InjectionPoint.

According to the CDI 1.1 spec : ""6.5.3. Contextual reference for a bean"", the correct behavior should be the Weld 1.x one : returning a null InjectionPoint.",,,
960,WELD-1545,NoData,,,
962,WELD-1543,https://issues.apache.org/jira/browse/DELTASPIKE-436,,,
969,WELD-1537,NoData,,,
971,WELD-1521,"*Scenario:*

I'm trying to add an interceptor to a class in a third-party lib where I can't modify {{beans.xml}}.

As a workaround, I observe {{ProcessAnnotatedType}} in a portable extension to add an {{@Interceptors}} annotation to the given bean type.

*Problem:*

This causes an exception, apparently due to this piece of code in {{AbstractClassBean}}:

{code}
private void initClassDeclaredEjbInterceptors() {
  Class<?>[] classDeclaredInterceptors = null;
  if (getWeldAnnotated().isAnnotationPresent(...)) {
    Annotation interceptorsAnnotation = getType().getAnnotation(...);
            // ...
  }
}
{code}

The CDI type model is checked for the presence of an annotation, but then the actual annotation is read from the raw class and not from the CDI model.
",,,
977,WELD-1525,"The tests yield an error for several classes: {{Java.Lang.ClassFormatError: Absent Code Attribute In Method That Is Not Native Or Abstract In Class File ...}}
The dependencies need to be updated.",,,
981,WELD-1037,"I have a view with a system event like so

<f:metadata>
   <f:event type=""preRenderView"" listener=""#{fileUploadBean.checkAccessToken}"" />
</f:metadata>

the listener is just a faces managed bean and performs a redirect using FacesContext.getCurrentInstance().getExternalContext().redirect(...);
This leads to an exception. When I disable Weld by removing the empty beans.xml file the redirect works fine.

java.lang.IllegalStateException
	org.apache.catalina.connector.ResponseFacade.sendRedirect(ResponseFacade.java:436)
	javax.servlet.http.HttpServletResponseWrapper.sendRedirect(HttpServletResponseWrapper.java:170)
	org.jboss.weld.servlet.ConversationPropagationFilter$1.sendRedirect(ConversationPropagationFilter.java:90)
	com.sun.faces.context.ExternalContextImpl.redirect(ExternalContextImpl.java:576)
	org.dirtybxl.upload.FileUploadBean.redirectToAuthenticationEntrypoint(FileUploadBean.java:105)
	org.dirtybxl.upload.FileUploadBean.checkAccessToken(FileUploadBean.java:87)
	sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	java.lang.reflect.Method.invoke(Method.java:597)
	org.apache.el.parser.AstValue.invoke(AstValue.java:196)
	org.apache.el.MethodExpressionImpl.invoke(MethodExpressionImpl.java:276)
	org.jboss.weld.util.el.ForwardingMethodExpression.invoke(ForwardingMethodExpression.java:43)
	org.jboss.weld.el.WeldMethodExpression.invoke(WeldMethodExpression.java:56)
	com.sun.faces.facelets.el.TagMethodExpression.invoke(TagMethodExpression.java:105)
	com.sun.faces.facelets.tag.jsf.core.DeclarativeSystemEventListener.processEvent(EventHandler.java:131)
	javax.faces.component.UIComponent$ComponentSystemEventListenerAdapter.processEvent(UIComponent.java:2508)
	javax.faces.event.SystemEvent.processListener(SystemEvent.java:106)
	com.sun.faces.application.ApplicationImpl.processListeners(ApplicationImpl.java:2129)
	com.sun.faces.application.ApplicationImpl.invokeComponentListenersFor(ApplicationImpl.java:2077)
	com.sun.faces.application.ApplicationImpl.publishEvent(ApplicationImpl.java:286)
	com.sun.faces.application.ApplicationImpl.publishEvent(ApplicationImpl.java:244)
	org.jboss.as.weld.webtier.jsf.ForwardingApplication.publishEvent(ForwardingApplication.java:293)
	com.sun.faces.lifecycle.RenderResponsePhase.execute(RenderResponsePhase.java:108)
	com.sun.faces.lifecycle.Phase.doPhase(Phase.java:101)
	com.sun.faces.lifecycle.LifecycleImpl.render(LifecycleImpl.java:139)
	javax.faces.webapp.FacesServlet.service(FacesServlet.java:594)
	org.primefaces.webapp.filter.FileUploadFilter.doFilter(FileUploadFilter.java:79)
	org.jboss.weld.servlet.ConversationPropagationFilter.doFilter(ConversationPropagationFilter.java:67)",,,
993,WELD-1444,"After the OSGi version upgrade, weld-osgi examples are no longer working as containers versions are using older OSGi version.",,,
1024,WELD-1247,"The equals() implementation is incorrect

{code} 
@Override
public boolean equals(Object obj) {
//my fix
     if (obj !=null && obj instanceof ForwardingMethodExpression){
    		obj=((ForwardingMethodExpression)obj).delegate();
    	}
//my fix end
     return this == obj || delegate().equals(obj);
}
{code} 
If the obj is a WeldMethodExpression, it returns false which cause add duplicated listener in Mojarra 2.1

Please see Mojarra  javax.faces.component.UIComponentBase
{code} 
public void subscribeToEvent(Class<? extends SystemEvent> eventClass,
       ComponentSystemEventListener componentListener) {
...
    if (!listenersForEventClass.contains(facesLifecycleListener)) { // see here
        listenersForEventClass.add(facesLifecycleListener);
    }

}
{code} 
",,,
1036,WELD-1407,"While trying to use the 1.2.0.Beta1 of weld-osgi, launching weld-osgi bundles in felix wasn't working properly as some runtime dependencies were not satified

{code}
Constraint violation for package 'org.jboss.weld.environment.se' when resolving module 14.0
  between existing export 14.0.org.jboss.weld.environment.se
   NO BLAME and uses constraint 2.0.org.jboss.weld.environment.se
   BLAMED ON [[14.0] package; (&(package=org.jboss.weld.environment.se)(version>=1.2.0.SNAPSHOT))]
{code}

The problem is bnd files that generates OSGi manifest.mf have hard coded versions:

in core / environments / osgi / core / integration / src / main / resources / META-INF / weld-osgi-core-integration.bnd

{code}
...
 org.jboss.weld.environment.se.events; \
 org.jboss.weld.environment.se.bindings; \
 org.jboss.weld.environment.se.threading; \
 org.jboss.weld.environment.se.beans; \
 org.jboss.weld.environment.se.discovery; \
 org.jboss.weld.environment.se.discovery.url; \
 org.jboss.weld.environment.se.contexts; \
 org.jboss.weld.messages; version=1.2.0-SNAPSHOT
...
{code}
This should be fixed to avoid issues for the next release.

Additional work may be needed to remove all the hard coded dependencies in theses files (mostly testing and checking if it's really necessary)",,,
1067,WELD-1406,"Following the Weld-OSGi user guide (http://docs.jboss.org/weld/reference/1.2.0.Beta1/weld-osgi/user-guide/html/)  with the latest 1.2.0-SNAPSHOT version,
Starting the custom bundle is throwing the exception:

{code}16:13:32.164 [Gogo shell]    ERROR o.j.w.e.o.i.i.Weld - Initialization of Weld instance for bundle com.sample.hello-world-multilingual [10] caused an error: java.lang.NoClassDefFoundError: org/jboss/weld/interceptor/InterceptorBindingType 
java.lang.NoClassDefFoundError: org/jboss/weld/interceptor/InterceptorBindingType
{code}

This is because {{InterceptorBindingType}} class is used in {{weld-osgi-core-integration}} and the package is not imported in {{weld-osgi-core-integration}} nor exported in weld-osgi-core-mandatory",,,
1098,WELD-1408,"WELD-1307 is removing the bundle from {{managed}} map and then the stop task is checking if the bundle is in the map (in the following lines). stop management is then never executed and stop events are not sent as expected.
This can be easily reproduced with the user guide http://docs.jboss.org/weld/reference/1.2.0.Beta1/weld-osgi/user-guide/html/ch02.html#d0e306 example : ""Goodbye World!"" is never printed

at {{org.jboss.weld.environment.osgi.impl.integration.IntegrationActivator.stopManagement(IntegrationActivator.java:241)}}

{code}
            if (future == null) {
            final CDIContainer container = managed.remove(bundle.getBundleId());
{code}

but the stop events are fired if 
{code}
if (started.get() && managed.containsKey(bundle.getBundleId())) {
{code}
",,,
1129,WELD-1526,"The container returns a wrong context path URL, resulting in: {{java.lang.NumberFormatException: For input string: ""8080home.jsf""}}",,,
1131,WELD-1522,"The problem is a context might try to create a new bean instance even if no CreationalContext is given.

It seems the CDI spec is not completely clear in this area:
{quote}
The get() method may not create a new instance of the given contextual type unless a CreationalContext is given.
{quote}
But it doesn't specify which of the two methods. The javadoc on the other hand states the {{javax.enterprise.context.spi.Context.get(Contextual<T>, CreationalContext<T>)}} method returns ""the contextual instance"".

Nevertheless I think it would be definitely better to call {{javax.enterprise.context.spi.Context.get(Contextual<T>)}} to avoid confusion.",,,
1140,WELD-1515,"The following CDI extension *fails to deploy* if Foo is not on classpath:

{code}
public class BrokenExtension implements Extension {
    private Foo foo;
}
{code}

However, if the missing dependency is not a field but a parent class as in the following, the extension is disregarded by the container, but the archive *deploys successfully*:
{code}
public class BrokenExtension extends Foo implements Extension {
}
{code}

It would be more consistent if the behaviour from the second case applied in both cases.",,,
1147,WELD-1506,"{code}
java.lang.RuntimeException: Unable to instantiate Drone via org.openqa.selenium.htmlunit.HtmlUnitDriver(Capabilities)
        at org.jboss.arquillian.drone.webdriver.factory.SecurityActions.newInstance(SecurityActions.java:160)
        at org.jboss.arquillian.drone.webdriver.factory.HtmlUnitDriverFactory.createInstance(HtmlUnitDriverFactory.java:86)
        at org.jboss.arquillian.graphene.drone.factory.GrapheneHtmlUnitDriverFactory.createInstance(GrapheneHtmlUnitDriverFactory.java:74)
        at org.jboss.arquillian.graphene.drone.factory.GrapheneHtmlUnitDriverFactory.createInstance(GrapheneHtmlUnitDriverFactory.java:39)
        at org.jboss.arquillian.drone.webdriver.factory.WebDriverFactory.createInstance(WebDriverFactory.java:129)
        at org.jboss.arquillian.graphene.drone.factory.GrapheneWebDriverFactory.createInstance(GrapheneWebDriverFactory.java:80)
        at org.jboss.arquillian.graphene.drone.factory.GrapheneWebDriverFactory.createInstance(GrapheneWebDriverFactory.java:41)
        at org.jboss.arquillian.drone.impl.DroneCreator.createWebTestBrowser(DroneCreator.java:71)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:606)
        at org.jboss.arquillian.core.impl.ObserverImpl.invoke(ObserverImpl.java:94)
        at org.jboss.arquillian.core.impl.EventContextImpl.invokeObservers(EventContextImpl.java:99)
        at org.jboss.arquillian.core.impl.EventContextImpl.proceed(EventContextImpl.java:81)
        at org.jboss.arquillian.core.impl.ManagerImpl.fire(ManagerImpl.java:135)
        at org.jboss.arquillian.core.impl.ManagerImpl.fire(ManagerImpl.java:115)
        at org.jboss.arquillian.core.impl.EventImpl.fire(EventImpl.java:67)
        at org.jboss.arquillian.drone.impl.DroneConfigurator.configureDrone(DroneConfigurator.java:116)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:606)
        at org.jboss.arquillian.core.impl.ObserverImpl.invoke(ObserverImpl.java:94)
        at org.jboss.arquillian.core.impl.EventContextImpl.invokeObservers(EventContextImpl.java:99)
        at org.jboss.arquillian.core.impl.EventContextImpl.proceed(EventContextImpl.java:81)
        at org.jboss.arquillian.test.impl.TestContextHandler.createClassContext(TestContextHandler.java:75)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:606)
        at org.jboss.arquillian.core.impl.ObserverImpl.invoke(ObserverImpl.java:94)
        at org.jboss.arquillian.core.impl.EventContextImpl.proceed(EventContextImpl.java:88)
        at org.jboss.arquillian.test.impl.TestContextHandler.createSuiteContext(TestContextHandler.java:60)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:606)
        at org.jboss.arquillian.core.impl.ObserverImpl.invoke(ObserverImpl.java:94)
        at org.jboss.arquillian.core.impl.EventContextImpl.proceed(EventContextImpl.java:88)
        at org.jboss.arquillian.core.impl.ManagerImpl.fire(ManagerImpl.java:135)
        at org.jboss.arquillian.core.impl.ManagerImpl.fire(ManagerImpl.java:115)
        at org.jboss.arquillian.test.impl.EventTestRunnerAdaptor.beforeClass(EventTestRunnerAdaptor.java:80)
        at org.jboss.arquillian.junit.Arquillian$2.evaluate(Arquillian.java:182)
        at org.jboss.arquillian.junit.Arquillian.multiExecute(Arquillian.java:314)
        at org.jboss.arquillian.junit.Arquillian.access$100(Arquillian.java:46)
        at org.jboss.arquillian.junit.Arquillian$3.evaluate(Arquillian.java:199)
        at org.junit.runners.ParentRunner.run(ParentRunner.java:236)
        at org.jboss.arquillian.junit.Arquillian.run(Arquillian.java:147)
        at org.apache.maven.surefire.junit4.JUnit4Provider.execute(JUnit4Provider.java:252)
        at org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:141)
        at org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:112)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:606)
        at org.apache.maven.surefire.util.ReflectionUtils.invokeMethodWithArray(ReflectionUtils.java:189)
        at org.apache.maven.surefire.booter.ProviderFactory$ProviderProxy.invoke(ProviderFactory.java:165)
        at org.apache.maven.surefire.booter.ProviderFactory.invokeProvider(ProviderFactory.java:85)
        at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:115)
        at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:75)
Caused by: java.lang.NoSuchFieldError: NO_FORMAT
        at org.apache.log4j.spi.LoggingEvent.<init>(LoggingEvent.java:106)
        at org.apache.log4j.Category.forcedLog(Category.java:118)
        at org.apache.log4j.Category.log(Category.java:288)
        at org.apache.commons.logging.impl.Log4JLogger.debug(Log4JLogger.java:177)
        at com.gargoylesoftware.htmlunit.WebClient.getPage(WebClient.java:290)
        at com.gargoylesoftware.htmlunit.WebClient.getPage(WebClient.java:369)
        at org.openqa.selenium.htmlunit.HtmlUnitDriver.get(HtmlUnitDriver.java:346)
        at org.openqa.selenium.htmlunit.HtmlUnitDriver.get(HtmlUnitDriver.java:322)
        at org.openqa.selenium.htmlunit.HtmlUnitDriver.<init>(HtmlUnitDriver.java:162)
        at org.openqa.selenium.htmlunit.HtmlUnitDriver.<init>(HtmlUnitDriver.java:185)
        at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
        at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57)
        at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
        at java.lang.reflect.Constructor.newInstance(Constructor.java:526)
        at org.jboss.arquillian.drone.webdriver.factory.SecurityActions.newInstance(SecurityActions.java:142)
        ... 60 more
{code}",,,
1155,WELD-1509,Tomcat is probably not running neither because of the same JSF-API in the dependencies.,,,
1175,WELD-1481,We should either remove this section (20.1. Excluding classes from scanning and deployment) or reword the contents to follow the spec (12.4 Bean discovery).,,,
1177,WELD-1504,"{{@PreDestroy}} callbacks are not invoked. Although this is not clearly defined in the spec Weld should support {{javax.inject.Singleton}} beans. The lifecycle should be identical to {{@ApplicationScoped}}.
",,,
1181,WELD-1499,"Weld only calls {{conversation.lock()}} when using an existing conversation. It never locks the conversation when the conversation is created. Since a new request with the same cid can be started before the first request (the one that created the conversation) has finished, there can in fact be two requests associated with the same conversation.",,,
1193,WELD-1500,"As soon as a conversation is marked long-running, it is assigned a cid. If the html response of the request that began the conversation contains links to resources (e.g. images) that include the cid in their urls, the browser may request these resources before the first request has finished. 

Weld stores conversations in the cid-to-conversation map only at the end of a request. All requests that are received by the server before the first request has finished, will therefore receive a NonexistentConversationException.

Weld should be able to look up a conversation by id as soon as the conversation is assigned an id.",,,
1205,WELD-1418,"There's a race condition in AbstractConversationContext when create first conversation scope if it's the first request of one session.
Suppose such scenario
# User requests a jsf page
# weld creates a conversations map in the AbstractConversationContext.associate()
# Because it is the first request, there's no session. Weld keep this map in request
# A conversation scoped bean is created and put to the map.
# In somewhere, a session is created
# In the render phase, server sends partial response back. The page need some jsf resource, eg, jsf2 ajax or jsf resource
# Browser requests the new jsf resource
# At this time  The first request has not finished. So it doesn't reach dissociate() and doesn't put conversations map in the session.
# Meanwhile  The second request reach associate(). There's no conversations map in the session, and the session is existing. It puts its new map! <====
# Then, even the first request reach dissociate(), because there's already a map, it doesn't put its owner anymore. <====

A quick and dirty fix is always create session before associate(). However, it's better to merge the map in the dissociate()


I upload a example which is very easy to reproduce the problem.




",,,
1217,WELD-1493,"For producer fields with an invalid type (containing a wildcard or type variable), the exception message does not mention producer fields, but producer methods: ""A producer method cannot have a return type parameterized with wildcards. Method {0}""
",,,
1260,WELD-1494,Weld should throw a definition exception when a producer's return type is an array with a component type that is a type variable or a parameterized type containing a wildcard ({{T[]}} or {{Foo<?>[]}}). ,,,
1303,WELD-1473,"I have the following session bean
{code}
@Stateless
public class MockLoginActionBean extends LoginActionBean { }

its superclass
{code}
public class LoginActionBean implements LoginAction { }
{code}

and an interface
{code}
public interface LoginAction { }
{code}

According to the spec., the bean types of an instance of a MockLoginActionBean should only be Object, MockLoginActionBean and LoginActionBean, however also LoginAction is contained in the set returned by javax.enterprise.inject.spi.BeanAttributes.getTypes(). This holds whether the superclass (LoginActionBean) is a session bean or not, even if the interface LoginAction is annotated @Remote or @Local.
",,,
1311,WELD-1451,"Injecting a session bean that specializes another session bean is failing deployment due to an ambiguous dependency exception.  The reason for the  exception is because the injection point injects by the interface of the EBJs.  If I make the injection point type the EJB class it successfully deploys.  Below is  the summary of the classes that are included in the attachment.

This works ok in Weld 2.0 with GlassFish but fails on existing WLS which 
is using 1.1.10.Final and also fails with 1.1.13.Final.
Class Summary:
@Local
public interface AccountBeanLocal {}

@Stateless
public class AccountBean implements AccountBeanLocal {}

@Stateless
@Specializes
public class MockAccountBean extends AccountBean {}

public class EarSpecializeServlet extends HttpServlet {}
     @Inject
     AccountBeanLocal bean;
...
}


If I change the injection point to the super class then it deploys fine.
     @Inject
     AccountBean bean;",,,
1318,WELD-1466,"BeanManager.getBeans() throws an exception if the state of the container is anything other than VALIDATED or INITIALIZED. 

The message of the exception is ""BeanManager method getBeans() is not available during application initialization"", which is misleading when the container is in the SHUTDOWN state. 

Actually, the spec doesn't even say that an exception should be thrown when shutdown. But it sounds reasonable that it should.

We should either not throw the exception or change the message to something like ""... getBeans() is not available during application initialization or after shutdown"" (or split these two cases and have different messages for each case).",,,
1321,WELD-1373,"maven-enforcer-plugin 1.2 reports dependency convergence error:

  +-org.jboss.weld.se:weld-se-core:1.1.11.Final
    +-org.jboss.weld:weld-spi:1.1.Final
      +-javax.enterprise:cdi-api:1.0-SP3
and
  +-org.jboss.weld.se:weld-se-core:1.1.11.Final
    +-javax.enterprise:cdi-api:1.0-SP4
and
  +-org.jboss.weld:weld-core:1.1.11.Final
    +-javax.enterprise:cdi-api:1.0-SP4
and
  +-org.jboss.weld:weld-core:1.1.11.Final
    +-org.jboss.weld:weld-api:1.1.Final
      +-javax.enterprise:cdi-api:1.0-SP3

With that, we can't use maven-enforcer-plugin in the top POM of our project.",,,
1322,WELD-1126,"It is actually not problem of Weld functionality, but some problem of HtmlUnit used in tests. ",,,
1336,WELD-1215,"If there is a library that contains a class that is invalid because it implements something that is not on the classpath then if it also contains a nested class then deployment will fail.

Here is example output from weld SE in a junit test demonstrating this behaviour:

java.lang.NoClassDefFoundError: org/apache/commons/collections/Closure
	at java.lang.ClassLoader.defineClass1(Native Method)
	at java.lang.ClassLoader.defineClass(ClassLoader.java:787)
	at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)
	at java.net.URLClassLoader.defineClass(URLClassLoader.java:447)
	at java.net.URLClassLoader.access$100(URLClassLoader.java:71)
	at java.net.URLClassLoader$1.run(URLClassLoader.java:361)
	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
	at java.lang.ClassLoader.loadClass(ClassLoader.java:423)
	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
	at java.lang.ClassLoader.loadClass(ClassLoader.java:356)
	at java.lang.Class.getDeclaringClass(Native Method)
	at java.lang.Class.getEnclosingClass(Class.java:1105)
	at java.lang.Class.getSimpleBinaryName(Class.java:1240)
	at java.lang.Class.isMemberClass(Class.java:1230)
	at org.jboss.weld.util.reflection.Reflections.isNonStaticInnerClass(Reflections.java:139)
	at org.jboss.weld.bootstrap.BeanDeployer.addClass(BeanDeployer.java:78)
	at org.jboss.weld.bootstrap.BeanDeployer.addClasses(BeanDeployer.java:123)
	at org.jboss.weld.bootstrap.BeanDeployment.createBeans(BeanDeployment.java:184)
	at org.jboss.weld.bootstrap.WeldBootstrap.deployBeans(WeldBootstrap.java:350)
	at org.jboss.weld.bootstrap.api.helpers.ForwardingBootstrap.deployBeans(ForwardingBootstrap.java:70)
	at org.jboss.weld.environment.se.Weld.initialize(Weld.java:133)
	at org.test.AppTest.test(AppTest.java:16)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:45)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:42)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:20)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:263)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:68)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:47)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:231)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:60)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:50)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:222)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:300)
	at org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:50)
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197)
Caused by: java.lang.ClassNotFoundException: org.apache.commons.collections.Closure
	at java.net.URLClassLoader$1.run(URLClassLoader.java:366)
	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
	at java.lang.ClassLoader.loadClass(ClassLoader.java:423)
	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
	at java.lang.ClassLoader.loadClass(ClassLoader.java:356)
	... 47 more

Attached is a simple project that demonstrates the issue
",,,
1340,WELD-1299,"If unsafe instantiators are unabled, UnsafeInstantiator is used to create instances of enhanced subclasses. As a result, an @Inject annotated constructor is not called. For now, UnsafeInstantiator should only be used for instantiation of client proxies.

The bug can be reproduces by modifying PerDeploymentInstantiatorWithTest to include:

assertNotNull(bean.getUnproxiable().getBm());",,,
1345,WELD-1174,See the forum discussion at https://community.jboss.org/thread/203007,,,
1373,WELD-1178,"If exception is thrown during render response (JSF app) then ExceptionHandler (seam3) is notified after conversation context has been deactivated. If such exception handler wants to redirect to error page using following code:

NavigationHandler navHandler = context.getApplication().getNavigationHandler();
navHandler.handleNavigation(context, """", viewId+""?faces-redirect=true"");

then ConversationAwareViewHandler will get called on getActionURL(FacesContext facesContext, String viewId)
which doesn't check if conversation context is active and calls conversation.isTransient, which in turn throws exception (context inactive).

I'd say there should be no call to conversation if context is inactive.",,,
